Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,GEO_Accession (exp),lab,create_date,version,AGE,sex,sample_type,donor_id,tissue,dev_stage,health_state,source_name,source,biomaterial_provider,cell_organism,datatype_description,datatype,lab_description,Library Name,strain_description,age_description,cell_sex,labversion,strain,cell_description,cell,replicate,labexpid,antibody,control_description,control,controlid,antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,Description,softwareversion,Donor,note,instrument_model (run),biomaterial_type,cell_type,cell_line,treatment_description,treatment,tissue_type,antibody_description,Line,replicate_description,read_name_barcode_proc_directive (run),collection_date,ENCODE_accession,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,treatments,labversion_description,AssemblyName,model_organism_mating_status,softwareversion_description
SRR14306096,ATAC-seq,100,3267898226,PRJNA63471,SAMN04284100,1518176831,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661530,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS549OYR,SRP013703,GSM5259214,"Len Pennacchio, LBNL",2021-04-28T10:43:00Z,1,13.5 day,pooled male and female,tissue,ENCDO956IXV,neural tube,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306099,ATAC-seq,100,3183003702,PRJNA63471,SAMN05202052,1477402982,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661533,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS025AAA,SRP013703,GSM5259218,"Len Pennacchio, LBNL",2021-04-28T09:54:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,neural tube,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306100,ATAC-seq,100,5661184269,PRJNA63471,SAMN18814549,2473603382,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661534,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS037AAA,SRP013703,GSM5259219,"Len Pennacchio, LBNL",2021-04-28T07:54:00Z,1,14.5 day,pooled male and female,tissue,ENCDO469XMJ,neural tube,embryonic,healthy,,Len Pennacchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306111,ATAC-seq,100,5843220393,PRJNA63471,SAMN04284162,2561741510,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661541,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS856EWN,SRP013703,GSM5259227,"Len Pennacchio, LBNL",2021-04-28T09:24:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,intestine,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306112,ATAC-seq,100,5684772904,PRJNA63471,SAMN04283994,2473129474,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661542,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS072GMU,SRP013703,GSM5259228,"Len Pennacchio, LBNL",2021-04-28T05:45:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,intestine,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306115,ATAC-seq,99,4207141308,PRJNA63471,SAMN04283984,1767837901,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661545,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS041AAA,SRP013703,GSM5259231,"Len Pennacchio, LBNL",2021-04-28T11:16:00Z,1,0 day,pooled male and female,tissue,ENCDO469XMJ,heart,postnatal,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306134,ATAC-seq,48,5384046096,PRJNA63471,SAMN18814567,3673513769,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661556,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS453ERE,SRP013703,GSM5259245,"Ross Hardison, PennState",2021-04-28T09:49:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megakaryocyte progenitor cell,,,,,,,,,,,,,,,,,,
SRR14306135,ATAC-seq,48,5029766448,PRJNA63471,SAMN18814556,3447824759,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661557,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS040ECE,SRP013703,GSM5259246,"Ross Hardison, PennState",2021-04-27T22:48:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megakaryocyte progenitor cell,,,,,,,,,,,,,,,,,,
SRR14306136,ATAC-seq,48,1955725296,PRJNA63471,SAMN18814556,711734149,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661557,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS040ECE,SRP013703,GSM5259246,"Ross Hardison, PennState",2021-04-28T01:22:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,megakaryocyte progenitor cell,,,,,,,,,,,,,,,,,,
SRR14306138,ATAC-seq,48,3436987008,PRJNA63471,SAMN18814558,2276318063,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661559,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS075YGO,SRP013703,GSM5259250,"Ross Hardison, PennState",2021-04-28T05:00:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hematopoietic stem cell,,,,,,,,,,,,,,,,,,
SRR14306139,ATAC-seq,48,4030904064,PRJNA63471,SAMN18814564,2704122649,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661560,Illumina HiSeq 2000,SINGLE,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS301PDO,SRP013703,GSM5259251,"Ross Hardison, PennState",2021-04-28T03:12:00Z,1,5-6 week,male,primary cell,ENCDO072AAA,,adult,,,David Bodine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hematopoietic stem cell,,,,,,,,,,,,,,,,,,
SRR14306155,ATAC-seq,100,3847166530,PRJNA63471,SAMN04284095,1710610883,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661574,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS529OHA,SRP013703,GSM5259267,"Len Pennacchio, LBNL",2021-04-28T02:58:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,kidney,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306156,ATAC-seq,99,4672988101,PRJNA63471,SAMN04284093,2063187584,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661575,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS519MUD,SRP013703,GSM5259268,"Len Pennacchio, LBNL",2021-04-28T03:51:00Z,1,16.5 day,pooled male and female,tissue,ENCDO956IXV,kidney,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306176,ATAC-seq,100,2844504005,PRJNA63471,SAMN04284193,1307686924,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661593,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS966PAM,SRP013703,GSM5259299,"Len Pennacchio, LBNL",2021-04-28T04:44:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,liver,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306177,ATAC-seq,100,4657043986,PRJNA63471,SAMN04284131,2134583235,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661594,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS734ENZ,SRP013703,GSM5259300,"Len Pennacchio, LBNL",2021-04-28T10:06:00Z,1,15.5 day,pooled male and female,tissue,ENCDO956IXV,liver,embryonic,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14306185,ATAC-seq,100,2682641200,PRJNA63471,SAMN18814576,1632141002,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661602,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-27T00:00:00Z,ENCODE biosample ENCBS150UAG,SRP013703,GSM5259309,"Christina Leslie, MSKCC",2021-04-27T22:31:00Z,1,6 month,male,primary cell,ENCDO820VCL,,adult,,,Christina Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inflammation-experienced regulatory T-cells,,,,,,,,,,,,,,,,,,
SRR14306186,ATAC-seq,100,1891384200,PRJNA63471,SAMN18814576,1112497612,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10661603,Illumina HiSeq 2000,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2021-04-28T00:00:00Z,ENCODE biosample ENCBS150UAG,SRP013703,GSM5259310,"Christina Leslie, MSKCC",2021-04-28T01:01:00Z,1,6 month,male,primary cell,ENCDO820VCL,,adult,,,Christina Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inflammation-experienced regulatory T-cells,,,,,,,,,,,,,,,,,,
