chr	start	end	repName	id	pid	cpm.c
chr1	171975467	171975706	ORR1D2	chr1:171975467-171975706|ORR1D2	chr1:171975404-171975667|peak_21167	6
chr1	172623656	172623850	ORR1E	chr1:172623656-172623850|ORR1E	chr1:172623440-172624095|peak_21353	3
chr1	173420412	173420765	ORR1E	chr1:173420412-173420765|ORR1E	chr1:173420216-173420830|peak_21427	7
chr1	173736864	173737195	ORR1E	chr1:173736864-173737195|ORR1E	chr1:173736851-173737504|peak_21487	6
chr1	174652835	174653206	ORR1E	chr1:174652835-174653206|ORR1E	chr1:174652729-174653280|peak_21619	2
chr1	175974486	175974819	ORR1E	chr1:175974486-175974819|ORR1E	chr1:175974248-175974789|peak_21720	8
chr1	176515903	176516258	ORR1E	chr1:176515903-176516258|ORR1E	chr1:176515937-176516194|peak_21751	8
chr1	177316473	177316632	ORR1E	chr1:177316473-177316632|ORR1E	chr1:177316296-177316905|peak_21900	5
chr1	177471048	177471257	ORR1E	chr1:177471048-177471257|ORR1E	chr1:177470870-177471526|peak_21930	7
chr1	178182215	178182555	ORR1E	chr1:178182215-178182555|ORR1E	chr1:178181995-178182570|peak_22044	4
chr1	178491613	178491938	ORR1E	chr1:178491613-178491938|ORR1E	chr1:178491421-178492971|peak_22100	6
chr1	178924804	178925101	ORR1E	chr1:178924804-178925101|ORR1E	chr1:178924345-178925223|peak_22149	2
chr1	179283298	179283461	ORR1D2	chr1:179283298-179283461|ORR1D2	chr1:179283197-179283773|peak_22216	3
chr1	179650452	179650638	ORR1D2	chr1:179650452-179650638|ORR1D2	chr1:179650194-179650814|peak_22287	5
chr1	180314847	180315076	ORR1E	chr1:180314847-180315076|ORR1E	chr1:180313726-180315184|peak_22406	3
chr1	180536779	180536840	ORR1D2	chr1:180536779-180536840|ORR1D2	chr1:180536560-180537521|peak_22503	2
chr1	180536840	180537038	ORR1E	chr1:180536840-180537038|ORR1E	chr1:180536560-180537521|peak_22503	2
chr1	181645138	181645458	ORR1E	chr1:181645138-181645458|ORR1E	chr1:181644894-181645444|peak_22747	1
chr1	181865894	181866083	ORR1E	chr1:181865894-181866083|ORR1E	chr1:181865693-181867232|peak_22784	4
chr1	182718778	182718986	ORR1E	chr1:182718778-182718986|ORR1E	chr1:182718496-182719074|peak_22975	3
chr1	183200366	183200720	ORR1D2	chr1:183200366-183200720|ORR1D2	chr1:183200241-183200740|peak_23079	2
chr1	183266227	183266536	ORR1E	chr1:183266227-183266536|ORR1E	chr1:183265927-183266647|peak_23093	3
chr1	183397269	183397580	ORR1D2	chr1:183397269-183397580|ORR1D2	chr1:183397233-183398693|peak_23113	5
chr1	183796206	183796529	ORR1E	chr1:183796206-183796529|ORR1E	chr1:183795817-183796500|peak_23167	6
chr1	183966785	183967114	ORR1D2	chr1:183966785-183967114|ORR1D2	chr1:183966853-183967098|peak_23207	6
chr1	184027200	184027393	ORR1D2	chr1:184027200-184027393|ORR1D2	chr1:184026853-184027496|peak_23229	5
chr1	184101832	184101959	ORR1E	chr1:184101832-184101959|ORR1E	chr1:184100743-184102235|peak_23260	3
chr1	184139875	184140278	ORR1D2	chr1:184139875-184140278|ORR1D2	chr1:184139849-184140367|peak_23268	3
chr1	184277146	184277463	ORR1E	chr1:184277146-184277463|ORR1E	chr1:184276838-184277542|peak_23295	1
chr1	184396533	184396800	ORR1E	chr1:184396533-184396800|ORR1E	chr1:184396561-184396802|peak_23319	2
chr1	184628884	184629116	ORR1E	chr1:184628884-184629116|ORR1E	chr1:184628672-184629573|peak_23385	6
chr1	184660024	184660293	ORR1E	chr1:184660024-184660293|ORR1E	chr1:184659471-184660422|peak_23393	7
chr1	186265817	186266070	ORR1E	chr1:186265817-186266070|ORR1E	chr1:186265663-186266255|peak_23645	6
chr1	186465000	186465126	ORR1E	chr1:186465000-186465126|ORR1E	chr1:186464695-186465265|peak_23673	4
chr1	186847944	186848259	ORR1E	chr1:186847944-186848259|ORR1E	chr1:186847887-186848438|peak_23738	8
chr1	187562147	187562502	ORR1E	chr1:187562147-187562502|ORR1E	chr1:187562094-187562351|peak_23827	8
chr1	188559014	188559307	ORR1E	chr1:188559014-188559307|ORR1E	chr1:188559082-188559392|peak_23915	1
chr1	189011689	189012021	ORR1E	chr1:189011689-189012021|ORR1E	chr1:189011674-189011931|peak_23946	5
chr1	189080910	189081266	ORR1E	chr1:189080910-189081266|ORR1E	chr1:189080643-189081288|peak_23962	3
chr1	189792191	189792477	ORR1E	chr1:189792191-189792477|ORR1E	chr1:189792104-189793288|peak_24060	2
chr1	189806446	189806808	ORR1E	chr1:189806446-189806808|ORR1E	chr1:189806439-189807672|peak_24066	7
chr1	191166373	191166566	ORR1E	chr1:191166373-191166566|ORR1E	chr1:191166133-191166742|peak_24265	6
chr1	191259193	191259538	ORR1E	chr1:191259193-191259538|ORR1E	chr1:191258902-191260187|peak_24299	3
chr1	191375706	191376026	ORR1E	chr1:191375706-191376026|ORR1E	chr1:191375561-191376136|peak_24346	3
chr1	191445511	191445935	ORR1D2	chr1:191445511-191445935|ORR1D2	chr1:191445277-191446871|peak_24370	3
chr1	191520616	191520925	ORR1E	chr1:191520616-191520925|ORR1E	chr1:191519596-191521099|peak_24393	3
chr1	192151207	192151481	ORR1E	chr1:192151207-192151481|ORR1E	chr1:192151072-192151645|peak_24554	2
chr1	192537344	192537709	ORR1D2	chr1:192537344-192537709|ORR1D2	chr1:192536352-192537711|peak_24597	2
chr1	192635309	192635598	ORR1E	chr1:192635309-192635598|ORR1E	chr1:192635290-192635557|peak_24614	4
chr1	192663190	192663305	ORR1E	chr1:192663190-192663305|ORR1E	chr1:192663014-192663632|peak_24619	4
chr1	193009067	193009439	ORR1E	chr1:193009067-193009439|ORR1E	chr1:193008869-193009471|peak_24690	6
chr1	193313204	193313537	ORR1D2	chr1:193313204-193313537|ORR1D2	chr1:193313154-193313792|peak_24788	3
chr1	193408626	193408927	ORR1E	chr1:193408626-193408927|ORR1E	chr1:193408087-193408969|peak_24823	3
chr1	193444354	193444548	ORR1D2	chr1:193444354-193444548|ORR1D2	chr1:193443907-193444724|peak_24831	4
chr1	193447162	193447355	ORR1E	chr1:193447162-193447355|ORR1E	chr1:193446733-193447754|peak_24832	3
chr1	193780973	193781304	ORR1E	chr1:193780973-193781304|ORR1E	chr1:193780965-193781484|peak_24881	8
chr1	193922701	193923044	ORR1D2	chr1:193922701-193923044|ORR1D2	chr1:193922639-193923250|peak_24907	1
chr10	3516462	3516818	ORR1E	chr10:3516462-3516818|ORR1E	chr10:3516217-3516932|peak_25153	5
chr10	3976273	3976572	ORR1E	chr10:3976273-3976572|ORR1E	chr10:3976122-3976713|peak_25247	6
chr10	4484995	4485268	ORR1D2	chr10:4484995-4485268|ORR1D2	chr10:4484863-4485439|peak_25382	2
chr10	4522135	4522481	ORR1E	chr10:4522135-4522481|ORR1E	chr10:4522041-4522600|peak_25394	8
chr10	4659597	4659941	ORR1D2	chr10:4659597-4659941|ORR1D2	chr10:4659436-4659991|peak_25426	4
chr10	4991998	4992308	ORR1D2	chr10:4991998-4992308|ORR1D2	chr10:4991808-4992455|peak_25474	3
chr10	5045765	5046113	ORR1E	chr10:5045765-5046113|ORR1E	chr10:5045616-5046160|peak_25483	6
chr10	5188248	5188468	ORR1E	chr10:5188248-5188468|ORR1E	chr10:5187993-5188532|peak_25518	3
chr10	5224582	5224839	ORR1D2	chr10:5224582-5224839|ORR1D2	chr10:5224448-5224983|peak_25530	1
chr10	5384574	5384657	ORR1E	chr10:5384574-5384657|ORR1E	chr10:5383911-5384919|peak_25564	3
chr10	5449963	5450291	ORR1D2	chr10:5449963-5450291|ORR1D2	chr10:5449847-5450422|peak_25570	4
chr10	5558851	5559180	ORR1D2	chr10:5558851-5559180|ORR1D2	chr10:5558691-5559256|peak_25593	5
chr10	5706275	5706592	ORR1E	chr10:5706275-5706592|ORR1E	chr10:5706270-5706805|peak_25611	5
chr10	5854435	5854798	ORR1E	chr10:5854435-5854798|ORR1E	chr10:5854605-5854882|peak_25627	8
chr10	6547510	6547856	ORR1E	chr10:6547510-6547856|ORR1E	chr10:6547580-6547829|peak_25672	1
chr10	7122459	7122813	ORR1E	chr10:7122459-7122813|ORR1E	chr10:7121907-7122821|peak_25762	6
chr10	8204141	8204449	ORR1D2	chr10:8204141-8204449|ORR1D2	chr10:8203761-8204775|peak_25987	4
chr10	8328630	8328845	ORR1E	chr10:8328630-8328845|ORR1E	chr10:8328376-8328943|peak_26011	2
chr10	8619351	8619606	ORR1E	chr10:8619351-8619606|ORR1E	chr10:8619354-8619603|peak_26065	1
chr10	8807545	8807867	ORR1E	chr10:8807545-8807867|ORR1E	chr10:8807571-8807890|peak_26117	8
chr10	8913104	8913191	ORR1E	chr10:8913104-8913191|ORR1E	chr10:8912837-8913401|peak_26148	2
chr10	8973886	8974245	ORR1D2	chr10:8973886-8974245|ORR1D2	chr10:8973820-8974446|peak_26169	1
chr10	9699048	9699396	ORR1E	chr10:9699048-9699396|ORR1E	chr10:9699100-9699357|peak_26250	8
chr10	10192686	10193024	ORR1E	chr10:10192686-10193024|ORR1E	chr10:10192685-10193234|peak_26322	2
chr10	10324771	10324894	ORR1D2	chr10:10324771-10324894|ORR1D2	chr10:10324227-10325044|peak_26345	3
chr10	11354736	11354978	ORR1E	chr10:11354736-11354978|ORR1E	chr10:11354483-11355081|peak_26475	3
chr10	11450111	11450219	ORR1D2	chr10:11450111-11450219|ORR1D2	chr10:11449630-11450372|peak_26480	3
chr10	12017273	12017561	ORR1E	chr10:12017273-12017561|ORR1E	chr10:12017163-12017769|peak_26495	6
chr10	12935592	12935951	ORR1D2	chr10:12935592-12935951|ORR1D2	chr10:12935566-12936608|peak_26653	5
chr10	13358091	13358404	ORR1E	chr10:13358091-13358404|ORR1E	chr10:13358074-13358609|peak_26739	5
chr10	13876585	13876934	ORR1D2	chr10:13876585-13876934|ORR1D2	chr10:13876614-13877133|peak_26842	6
chr10	13913823	13914190	ORR1D2	chr10:13913823-13914190|ORR1D2	chr10:13913261-13914186|peak_26848	5
chr10	16412319	16412659	ORR1E	chr10:16412319-16412659|ORR1E	chr10:16412158-16412749|peak_27113	6
chr10	18050270	18050565	ORR1E	chr10:18050270-18050565|ORR1E	chr10:18050219-18050484|peak_27405	5
chr10	19141614	19141774	ORR1E	chr10:19141614-19141774|ORR1E	chr10:19141447-19141982|peak_27644	5
chr10	19563624	19563948	ORR1E	chr10:19563624-19563948|ORR1E	chr10:19563413-19564060|peak_27731	8
chr10	19614363	19614609	ORR1E	chr10:19614363-19614609|ORR1E	chr10:19612842-19614889|peak_27749	1
chr10	19765462	19765772	ORR1E	chr10:19765462-19765772|ORR1E	chr10:19765388-19765917|peak_27781	1
chr10	19781318	19781461	ORR1D2	chr10:19781318-19781461|ORR1D2	chr10:19781275-19781854|peak_27784	3
chr10	20297000	20297200	ORR1E	chr10:20297000-20297200|ORR1E	chr10:20296819-20297349|peak_27939	7
chr10	20495074	20495372	ORR1E	chr10:20495074-20495372|ORR1E	chr10:20494953-20495488|peak_27973	2
chr10	20892299	20892514	ORR1D2	chr10:20892299-20892514|ORR1D2	chr10:20892182-20892683|peak_28059	1
chr10	21207409	21207739	ORR1E	chr10:21207409-21207739|ORR1E	chr10:21207270-21208336|peak_28159	4
chr10	22070990	22071078	ORR1E	chr10:22070990-22071078|ORR1E	chr10:22070093-22071135|peak_28363	6
chr10	24205278	24205639	ORR1E	chr10:24205278-24205639|ORR1E	chr10:24205256-24205749|peak_28605	2
chr10	24436696	24436881	ORR1E	chr10:24436696-24436881|ORR1E	chr10:24436518-24437044|peak_28640	3
chr10	24570229	24570581	ORR1D2	chr10:24570229-24570581|ORR1D2	chr10:24570031-24570626|peak_28656	3
chr10	24635588	24635844	ORR1E	chr10:24635588-24635844|ORR1E	chr10:24635183-24636531|peak_28682	3
chr10	24809056	24809269	ORR1E	chr10:24809056-24809269|ORR1E	chr10:24808789-24809380|peak_28715	8
chr10	24823587	24823923	ORR1D2	chr10:24823587-24823923|ORR1D2	chr10:24823147-24824610|peak_28718	3
chr10	24864440	24864702	ORR1E	chr10:24864440-24864702|ORR1E	chr10:24864499-24864784|peak_28722	4
chr10	25031735	25032059	ORR1E	chr10:25031735-25032059|ORR1E	chr10:25031800-25032082|peak_28760	5
chr10	25036744	25037276	ORR1D2	chr10:25036744-25037276|ORR1D2	chr10:25036809-25037448|peak_28761	4
chr10	25052084	25052374	ORR1D2	chr10:25052084-25052374|ORR1D2	chr10:25051872-25052498|peak_28763	1
chr10	26528170	26528439	ORR1D2	chr10:26528170-26528439|ORR1D2	chr10:26527949-26528503|peak_28976	3
chr10	26785038	26785351	ORR1E	chr10:26785038-26785351|ORR1E	chr10:26784830-26785973|peak_29020	4
chr10	27548384	27548716	ORR1E	chr10:27548384-27548716|ORR1E	chr10:27548282-27548799|peak_29089	1
chr10	29739017	29739364	ORR1E	chr10:29739017-29739364|ORR1E	chr10:29738991-29739428|peak_29299	1
chr10	30188234	30188547	ORR1E	chr10:30188234-30188547|ORR1E	chr10:30188024-30188585|peak_29321	8
chr10	31519562	31519740	ORR1E	chr10:31519562-31519740|ORR1E	chr10:31519309-31519973|peak_29460	6
chr10	34158790	34159160	ORR1E	chr10:34158790-34159160|ORR1E	chr10:34158689-34159280|peak_29559	6
chr10	37169310	37169596	ORR1D2	chr10:37169310-37169596|ORR1D2	chr10:37169131-37169690|peak_29786	6
chr10	37618650	37618978	ORR1D2	chr10:37618650-37618978|ORR1D2	chr10:37618465-37619103|peak_29899	1
chr10	38635549	38635939	ORR1E	chr10:38635549-38635939|ORR1E	chr10:38635444-38636010|peak_29973	2
chr10	38805045	38805349	ORR1E	chr10:38805045-38805349|ORR1E	chr10:38804983-38805511|peak_29978	1
chr10	39293156	39293453	ORR1E	chr10:39293156-39293453|ORR1E	chr10:39292480-39293591|peak_30077	5
chr10	39601080	39601423	ORR1E	chr10:39601080-39601423|ORR1E	chr10:39600764-39601571|peak_30185	1
chr10	39946694	39946949	ORR1E	chr10:39946694-39946949|ORR1E	chr10:39946521-39947117|peak_30245	3
chr10	41585983	41586147	ORR1D2	chr10:41585983-41586147|ORR1D2	chr10:41585845-41586364|peak_30533	1
chr10	41638827	41639072	ORR1E	chr10:41638827-41639072|ORR1E	chr10:41638664-41639317|peak_30555	3
chr10	41752240	41752446	ORR1E	chr10:41752240-41752446|ORR1E	chr10:41751517-41752581|peak_30582	3
chr10	42068490	42068776	ORR1E	chr10:42068490-42068776|ORR1E	chr10:42068397-42069108|peak_30659	4
chr10	42087295	42087590	ORR1D2	chr10:42087295-42087590|ORR1D2	chr10:42087141-42087732|peak_30662	5
chr10	42392059	42392368	ORR1D2	chr10:42392059-42392368|ORR1D2	chr10:42391930-42392443|peak_30735	3
chr10	42848888	42849117	ORR1D2	chr10:42848888-42849117|ORR1D2	chr10:42848184-42849430|peak_30820	3
chr10	43137030	43137357	ORR1E	chr10:43137030-43137357|ORR1E	chr10:43136889-43137480|peak_30891	6
chr10	43827475	43827786	ORR1D2	chr10:43827475-43827786|ORR1D2	chr10:43826697-43827777|peak_31058	2
chr10	44029667	44029933	ORR1D2	chr10:44029667-44029933|ORR1D2	chr10:44029418-44030064|peak_31111	1
chr10	45107387	45107699	ORR1E	chr10:45107387-45107699|ORR1E	chr10:45107208-45107793|peak_31360	2
chr10	45650098	45650450	ORR1D2	chr10:45650098-45650450|ORR1D2	chr10:45649985-45650540|peak_31414	4
chr10	50738030	50738201	ORR1E	chr10:50738030-50738201|ORR1E	chr10:50738057-50738314|peak_31546	3
chr10	53260281	53260376	ORR1E	chr10:53260281-53260376|ORR1E	chr10:53260088-53260711|peak_31759	1
chr10	53355388	53355668	ORR1D2	chr10:53355388-53355668|ORR1D2	chr10:53355243-53355860|peak_31774	4
chr10	53385453	53385735	ORR1E	chr10:53385453-53385735|ORR1E	chr10:53385310-53385895|peak_31782	7
chr10	53402313	53402710	ORR1E	chr10:53402313-53402710|ORR1E	chr10:53402215-53402759|peak_31787	6
chr10	53881683	53882032	ORR1E	chr10:53881683-53882032|ORR1E	chr10:53881028-53882149|peak_31889	7
chr10	54092241	54092555	ORR1E	chr10:54092241-54092555|ORR1E	chr10:54091987-54092603|peak_31951	4
chr10	55361091	55361291	ORR1E	chr10:55361091-55361291|ORR1E	chr10:55360916-55361482|peak_32017	7
chr10	56244062	56244414	ORR1D2	chr10:56244062-56244414|ORR1D2	chr10:56243965-56244556|peak_32060	6
chr10	56852478	56852806	ORR1E	chr10:56852478-56852806|ORR1E	chr10:56852330-56852986|peak_32131	1
chr10	56928611	56928974	ORR1E	chr10:56928611-56928974|ORR1E	chr10:56928663-56928938|peak_32141	4
chr10	57799514	57799840	ORR1D2	chr10:57799514-57799840|ORR1D2	chr10:57799369-57799974|peak_32249	4
chr10	57836073	57836392	ORR1D2	chr10:57836073-57836392|ORR1D2	chr10:57835858-57836451|peak_32260	5
chr10	58405918	58406248	ORR1E	chr10:58405918-58406248|ORR1E	chr10:58405261-58406444|peak_32321	6
chr10	58923033	58923318	ORR1D2	chr10:58923033-58923318|ORR1D2	chr10:58922873-58923461|peak_32399	5
chr10	60341553	60341750	ORR1E	chr10:60341553-60341750|ORR1E	chr10:60341074-60342051|peak_32765	6
chr10	60442453	60442764	ORR1E	chr10:60442453-60442764|ORR1E	chr10:60442309-60442802|peak_32808	5
chr10	61318578	61318807	ORR1E	chr10:61318578-61318807|ORR1E	chr10:61318385-61318940|peak_32990	4
chr10	62491800	62491884	ORR1E	chr10:62491800-62491884|ORR1E	chr10:62491340-62492214|peak_33217	6
chr10	63424434	63424871	ORR1D2	chr10:63424434-63424871|ORR1D2	chr10:63424318-63424933|peak_33397	4
chr10	63633997	63634270	ORR1D2	chr10:63633997-63634270|ORR1D2	chr10:63633825-63634421|peak_33423	3
chr10	66859034	66859311	ORR1E	chr10:66859034-66859311|ORR1E	chr10:66858799-66859350|peak_33548	7
chr10	66913494	66913845	ORR1D2	chr10:66913494-66913845|ORR1D2	chr10:66913653-66913934|peak_33566	6
chr10	67145735	67145990	ORR1E	chr10:67145735-67145990|ORR1E	chr10:67145541-67146075|peak_33653	1
chr10	67405314	67405656	ORR1E	chr10:67405314-67405656|ORR1E	chr10:67405275-67405774|peak_33722	1
chr10	67624942	67625203	ORR1D2	chr10:67624942-67625203|ORR1D2	chr10:67624908-67625179|peak_33776	5
chr10	67880817	67881122	ORR1E	chr10:67880817-67881122|ORR1E	chr10:67880643-67881331|peak_33862	1
chr10	68222704	68223083	ORR1E	chr10:68222704-68223083|ORR1E	chr10:68222708-68222993|peak_33956	4
chr10	68233412	68233691	ORR1E	chr10:68233412-68233691|ORR1E	chr10:68233317-68233876|peak_33958	6
chr10	68312752	68313125	ORR1E	chr10:68312752-68313125|ORR1E	chr10:68312648-68313207|peak_33979	1
chr10	68366508	68366826	ORR1E	chr10:68366508-68366826|ORR1E	chr10:68366402-68366961|peak_33991	2
chr10	68759292	68759583	ORR1E	chr10:68759292-68759583|ORR1E	chr10:68759100-68759745|peak_34074	1
chr10	68844255	68844567	ORR1E	chr10:68844255-68844567|ORR1E	chr10:68843949-68845118|peak_34091	2
chr10	68995072	68995383	ORR1E	chr10:68995072-68995383|ORR1E	chr10:68994972-68995485|peak_34112	8
chr10	69793170	69793385	ORR1E	chr10:69793170-69793385|ORR1E	chr10:69793034-69793559|peak_34242	1
chr10	70078687	70078887	ORR1D2	chr10:70078687-70078887|ORR1D2	chr10:70078484-70079027|peak_34294	3
chr10	70186129	70186372	ORR1E	chr10:70186129-70186372|ORR1E	chr10:70186061-70186615|peak_34331	3
chr10	70239435	70239656	ORR1D2	chr10:70239435-70239656|ORR1D2	chr10:70239361-70239878|peak_34348	6
chr10	75105919	75106191	ORR1E	chr10:75105919-75106191|ORR1E	chr10:75104956-75106203|peak_34716	3
chr10	75697837	75698116	ORR1E	chr10:75697837-75698116|ORR1E	chr10:75697602-75698137|peak_34898	4
chr10	75836043	75836244	ORR1E	chr10:75836043-75836244|ORR1E	chr10:75835120-75836473|peak_34931	3
chr10	76261525	76261810	ORR1E	chr10:76261525-76261810|ORR1E	chr10:76261563-76261820|peak_35004	8
chr10	76351955	76352309	ORR1E	chr10:76351955-76352309|ORR1E	chr10:76351822-76352423|peak_35020	7
chr10	83227409	83227736	ORR1E	chr10:83227409-83227736|ORR1E	chr10:83227396-83227955|peak_36419	7
chr10	83910688	83910940	ORR1E	chr10:83910688-83910940|ORR1E	chr10:83910537-83911501|peak_36537	7
chr10	83910940	83911265	ORR1D2	chr10:83910940-83911265|ORR1D2	chr10:83910537-83911501|peak_36537	5
chr10	84557946	84558291	ORR1D2	chr10:84557946-84558291|ORR1D2	chr10:84557892-84558987|peak_36708	5
chr10	84647271	84647581	ORR1E	chr10:84647271-84647581|ORR1E	chr10:84647198-84647813|peak_36734	6
chr10	84829083	84829433	ORR1E	chr10:84829083-84829433|ORR1E	chr10:84828924-84829759|peak_36778	3
chr10	85377769	85378070	ORR1E	chr10:85377769-85378070|ORR1E	chr10:85377601-85378227|peak_36876	3
chr10	85655115	85655473	ORR1D2	chr10:85655115-85655473|ORR1D2	chr10:85655226-85656420|peak_36939	2
chr10	85934455	85934756	ORR1E	chr10:85934455-85934756|ORR1E	chr10:85934445-85934974|peak_36968	7
chr10	85960991	85961265	ORR1E	chr10:85960991-85961265|ORR1E	chr10:85960834-85961369|peak_36974	5
chr10	86163123	86163487	ORR1E	chr10:86163123-86163487|ORR1E	chr10:86163050-86163551|peak_37016	3
chr10	86790879	86791228	ORR1D2	chr10:86790879-86791228|ORR1D2	chr10:86790747-86791304|peak_37120	4
chr10	88037463	88037760	ORR1E	chr10:88037463-88037760|ORR1E	chr10:88037325-88037859|peak_37304	3
chr10	88375113	88375438	ORR1E	chr10:88375113-88375438|ORR1E	chr10:88375056-88375333|peak_37371	8
chr10	88739865	88740200	ORR1D2	chr10:88739865-88740200|ORR1D2	chr10:88739746-88740404|peak_37466	5
chr10	89452065	89452383	ORR1E	chr10:89452065-89452383|ORR1E	chr10:89451922-89454300|peak_37538	1
chr10	89521863	89521940	ORR1E	chr10:89521863-89521940|ORR1E	chr10:89521708-89522330|peak_37557	3
chr10	89521977	89522165	ORR1E	chr10:89521977-89522165|ORR1E	chr10:89521708-89522330|peak_37557	3
chr10	89823825	89824167	ORR1D2	chr10:89823825-89824167|ORR1D2	chr10:89823779-89824482|peak_37620	3
chr10	89868843	89869211	ORR1E	chr10:89868843-89869211|ORR1E	chr10:89868774-89869333|peak_37629	1
chr10	93171239	93171489	ORR1E	chr10:93171239-93171489|ORR1E	chr10:93171041-93171800|peak_37943	4
chr10	94000940	94001245	ORR1E	chr10:94000940-94001245|ORR1E	chr10:94000919-94001182|peak_38185	2
chr10	94427584	94427912	ORR1E	chr10:94427584-94427912|ORR1E	chr10:94427652-94427905|peak_38288	7
chr10	94482086	94482403	ORR1E	chr10:94482086-94482403|ORR1E	chr10:94482163-94482434|peak_38308	2
chr10	94658848	94658946	ORR1E	chr10:94658848-94658946|ORR1E	chr10:94658801-94659064|peak_38364	2
chr10	95009242	95009334	ORR1E	chr10:95009242-95009334|ORR1E	chr10:95008622-95009789|peak_38446	4
chr10	95195840	95196177	ORR1E	chr10:95195840-95196177|ORR1E	chr10:95195679-95196286|peak_38511	3
chr10	95300344	95300646	ORR1E	chr10:95300344-95300646|ORR1E	chr10:95298869-95300929|peak_38550	2
chr10	95418739	95418985	ORR1E	chr10:95418739-95418985|ORR1E	chr10:95418672-95419193|peak_38583	3
chr10	95428376	95428680	ORR1D2	chr10:95428376-95428680|ORR1D2	chr10:95428190-95428695|peak_38585	2
chr10	95690808	95691101	ORR1E	chr10:95690808-95691101|ORR1E	chr10:95690832-95691728|peak_38657	3
chr10	95880015	95880205	ORR1E	chr10:95880015-95880205|ORR1E	chr10:95879820-95881094|peak_38711	6
chr10	95923843	95924172	ORR1E	chr10:95923843-95924172|ORR1E	chr10:95923874-95924143|peak_38724	8
chr10	96175746	96176067	ORR1E	chr10:96175746-96176067|ORR1E	chr10:96175272-96176104|peak_38791	4
chr10	96328486	96328803	ORR1D2	chr10:96328486-96328803|ORR1D2	chr10:96328345-96328945|peak_38844	4
chr10	96497498	96497763	ORR1E	chr10:96497498-96497763|ORR1E	chr10:96497359-96497917|peak_38904	2
chr10	96787638	96787961	ORR1D2	chr10:96787638-96787961|ORR1D2	chr10:96786786-96788022|peak_38998	3
chr10	97201832	97202154	ORR1D2	chr10:97201832-97202154|ORR1D2	chr10:97201694-97202211|peak_39059	1
